eeg1,eeg2,eeg3,eeg4,focused,unfocused
-0.776054204,-4.178809166,-0.900295138,0.156745106,1,0
-0.741730869,-4.178809166,-0.88551116,0.169459507,1,0
-0.705504775,-4.178809166,-0.86925751,0.180896074,1,0
-0.667852998,-4.178809166,-0.859430671,0.193692267,1,0
-0.631243348,-4.178809166,-0.85930407,0.204709545,1,0
-0.60072571,-4.178809166,-0.866073608,0.208586037,1,0
-0.578504205,-4.178809166,-0.873580515,0.204216212,1,0
-0.562492609,-4.178809166,-0.876196086,0.195965976,1,0
-0.548215568,-4.178809166,-0.870232463,0.190914363,1,0
-0.531421721,-4.178809166,-0.856785238,0.194543183,1,0
-0.509950757,-4.178809166,-0.840522349,0.204893067,1,0
-0.485621929,-4.178809166,-0.825883508,0.213756666,1,0
-0.464626402,-4.178809166,-0.814132929,0.212188363,1,0
-0.454821497,-4.178809166,-0.804393291,0.197707608,1,0
-0.458889037,-4.178809166,-0.797212958,0.176558316,1,0
-0.472461104,-4.178809166,-0.794610202,0.158650711,1,0
-0.489307404,-4.178809166,-0.795781076,0.149179265,1,0
-0.50784719,-4.178809166,-0.794124901,0.144883722,1,0
-0.529575467,-4.178809166,-0.784388065,0.139876455,1,0
-0.553636253,-4.178809166,-0.76948601,0.133537844,1,0
-0.574894965,-4.178809166,-0.757432878,0.130230948,1,0
-0.588588178,-4.178809166,-0.75260359,0.13163431,1,0
-0.594786167,-4.178809166,-0.752867103,0.13443324,1,0
-0.597908795,-4.178809166,-0.752545059,0.132853031,1,0
-0.601401031,-4.178809166,-0.746570051,0.121726155,1,0
-0.605103791,-4.178809166,-0.734392405,0.101281136,1,0
-0.606653571,-4.178809166,-0.722086608,0.079745807,1,0
-0.604886711,-4.178809166,-0.718324304,0.070865147,1,0
-0.599949241,-4.178809166,-0.726186454,0.079882085,1,0
-0.592939615,-4.178809166,-0.740567565,0.096906275,1,0
-0.578991473,-4.178809166,-0.753972292,0.109048545,1,0
-0.549873054,-4.178809166,-0.76492399,0.110593319,1,0
-0.507292032,-4.178809166,-0.777908623,0.103793912,1,0
-0.465299308,-4.178809166,-0.795993984,0.092638589,1,0
-0.447825551,-4.178809166,-0.815732479,0.087809205,1,0
-0.429798126,-4.178809166,-0.829175651,0.085852139,1,0
-0.413534045,-4.178809166,-0.829979181,0.086813577,1,0
-0.400111258,-4.178809166,-0.819458306,0.092293687,1,0
-0.388918638,-4.178809166,-0.807324231,0.103524901,1,0
-0.379506677,-4.178809166,-0.805380702,0.12030831,1,0
-0.372697592,-4.178809166,-0.82011658,0.141762525,1,0
-0.368199259,-4.178809166,-0.846957445,0.165387601,1,0
-0.360741615,-4.178809166,-0.871093929,0.183919594,1,0
-0.340016663,-4.178809166,-0.879258811,0.189303383,1,0
-0.298167557,-4.178809166,-0.871453345,0.178628042,1,0
-0.298167557,-4.178809166,-0.85870564,0.178628042,1,0
-0.298167557,-4.178809166,-0.8487342,0.178628042,1,0
-0.298167557,-4.178809166,-0.84435755,0.178628042,1,0
-0.298167557,-4.178809166,-0.844831884,0.178628042,1,0
-0.298167557,-4.178809166,-0.848634481,0.178628042,1,0
-0.464283764,-4.178809166,-0.855567634,0.13663204,1,0
-0.486765504,-4.178809166,-0.867932796,0.165503561,1,0
-0.508116603,-4.178809166,-0.887096167,0.186825231,1,0
-0.527045012,-4.178809166,-0.907320857,0.187767699,1,0
-0.542113245,-4.178809166,-0.91727829,0.174759582,1,0
-0.55128628,-4.178809166,-0.911170244,0.166830644,1,0
-0.553326845,-4.178809166,-0.895475864,0.17966558,1,0
-0.551950991,-4.178809166,-0.881019831,0.211101055,1,0
-0.551979899,-4.178809166,-0.872134268,0.246396735,1,0
-0.5550102,-4.178809166,-0.868442893,0.272001952,1,0
-0.558857679,-4.178809166,-0.868553102,0.283701181,1,0
-0.561852574,-4.178809166,-0.870991707,0.285370559,1,0
-0.575503945,-4.178809166,-0.87206322,0.289213777,1,0
-0.586126268,-4.178809166,-0.869542301,0.29415822,1,0
-0.591614306,-4.178809166,-0.866174042,0.297965586,1,0
-0.592486382,-4.178809166,-0.866995811,0.295442611,1,0
-0.59091568,-4.178809166,-0.873666584,0.28574419,1,0
-0.588803947,-4.178809166,-0.883006692,0.274006784,1,0
-0.585868895,-4.178809166,-0.892987072,0.267207295,1,0
-0.579926252,-4.178809166,-0.906737506,0.26690793,1,0
-0.570908427,-4.178809166,-0.926827133,0.266243994,1,0
-0.563500106,-4.178809166,-0.948860645,0.255397439,1,0
-0.562395871,-4.178809166,-0.961793423,0.22982204,1,0
-0.568478227,-4.178809166,-0.959226847,0.194133088,1,0
-0.578457475,-4.178809166,-0.946656585,0.160610139,1,0
-0.587882102,-4.178809166,-0.934341609,0.138628885,1,0
-0.593181908,-4.178809166,-0.928478837,0.127305761,1,0
-0.5934304,-4.178809166,-0.927847683,0.121592551,1,0
-0.589442134,-4.178809166,-0.92666024,0.119946972,1,0
-0.583293021,-4.178809166,-0.919806719,0.123831496,1,0
-0.575798154,-4.178809166,-0.903714478,0.134922445,1,0
-0.568422616,-4.178809166,-0.878979445,0.151371926,1,0
-0.562144995,-4.178809166,-0.851366341,0.168466121,1,0
-0.557759762,-4.178809166,-0.827874422,0.180654466,1,0
-0.557690024,-4.178809166,-0.811311483,0.185262412,1,0
-0.563447595,-4.178809166,-0.800259411,0.183977306,1,0
-0.57288444,-4.178809166,-0.79338634,0.180286095,1,0
-0.580419004,-4.178809166,-0.792885005,0.175751418,1,0
-0.581193566,-4.178809166,-0.799718142,0.172239065,1,0
-0.576152444,-4.178809166,-0.808772445,0.173021346,1,0
-0.570368171,-4.178809166,-0.812434018,0.180011585,1,0
-0.566036701,-4.178809166,-0.807781577,0.18944858,1,0
-0.561473668,-4.178809166,-0.797996342,0.194620371,1,0
-0.555807412,-4.178809166,-0.787911236,0.192988113,1,0
-0.549755096,-4.178809166,-0.780782104,0.187340438,1,0
-0.543356061,-4.178809166,-0.78061676,0.179569513,1,0
-0.535038531,-4.178809166,-0.790795505,0.169811502,1,0
-0.524976373,-4.178809166,-0.8103742,0.160065576,1,0
-0.515914977,-4.178809166,-0.833945096,0.156049132,1,0
-0.510207653,-4.178809166,-0.854322851,0.16237691,1,0
-0.507733822,-4.178809166,-0.866956294,0.177365258,1,0
-0.506565869,-4.178809166,-0.87155503,0.194912851,1,0
-0.505204797,-4.178809166,-0.871595621,0.208725095,1,0
-0.503358543,-4.178809166,-0.87382853,0.21309036,1,0
-0.499086648,-4.178809166,-0.8834095,0.207075745,1,0
-0.488942951,-4.178809166,-0.898918986,0.196613356,1,0
-0.473344028,-4.178809166,-0.913986504,0.190970123,1,0
-0.45769769,-4.178809166,-0.923577666,0.195966303,1,0
-0.446638793,-4.178809166,-0.926681578,0.209309161,1,0
-0.441456467,-4.178809166,-0.922538161,0.224052697,1,0
-0.442021221,-4.178809166,-0.906246662,0.234770417,1,0
-0.448694617,-4.178809166,-0.871253729,0.240486011,1,0
-0.461914927,-4.178809166,-0.820567429,0.244713143,1,0
-0.478986323,-4.178809166,-0.767364085,0.252578765,1,0
-0.495326161,-4.178809166,-0.725842416,0.263849258,1,0
-0.508390605,-4.178809166,-0.702434242,0.27327317,1,0
-0.518559337,-4.178809166,-0.694016099,0.276754081,1,0
-0.527182579,-4.178809166,-0.693459988,0.275765568,1,0
-0.52087003,-4.178809166,-0.694330633,0.284779072,1,0
-0.515826762,-4.178809166,-0.694235325,0.298597425,1,0
-0.518206477,-4.178809166,-0.693462431,0.310927302,1,0
-0.533553898,-4.178809166,-0.69348675,0.317634434,1,0
-0.56293577,-4.178809166,-0.695869327,0.318746179,1,0
-0.603584528,-4.178809166,-0.702083051,0.316218019,1,0
-0.652214706,-4.178809166,-0.712999821,0.312799782,1,0
-0.706869662,-4.178809166,-0.729422629,0.313108414,1,0
-0.76297307,-4.178809166,-0.753238738,0.321567982,1,0
-0.805135131,-4.178809166,-0.786321402,0.335703433,1,0
-0.821990907,-4.178809166,-0.828257918,0.342268884,1,0
-0.821990907,-4.178809166,-0.873138189,0.342268884,1,0
-0.821990907,-4.178809166,-0.912103593,0.342268884,1,0
-0.821990907,-4.178809166,-0.940736294,0.342268884,1,0
-0.821990907,-4.178809166,-0.958177149,0.342268884,1,0
-0.638169527,-4.178809166,-0.962994099,0.342268884,1,0
-0.652907312,-4.178809166,-0.953704357,0.210298717,1,0
-0.670528531,-4.178809166,-0.933918774,0.173223928,1,0
-0.6897434,-4.178809166,-0.911349535,0.133544043,1,0
-0.707538843,-4.178809166,-0.889625192,0.10294643,1,0
-0.720938861,-4.178809166,-0.864369571,0.084584393,1,0
-0.725199521,-4.178809166,-0.830423057,0.0758444,1,0
-0.715599835,-4.178809166,-0.791543126,0.073433414,1,0
-0.689183235,-4.178809166,-0.75787431,0.077470146,1,0
-0.648735464,-4.178809166,-0.735142827,0.089236073,1,0
-0.604237378,-4.178809166,-0.721403241,0.107785746,1,0
-0.567947686,-4.178809166,-0.710594237,0.12816523,1,0
-0.544991493,-4.178809166,-0.698496521,0.144472986,1,0
-0.532337248,-4.178809166,-0.686112463,0.150308356,1,0
-0.525893569,-4.178809166,-0.678197324,0.143666029,1,0
-0.51693666,-4.178809166,-0.679795682,0.13570419,1,0
-0.504756212,-4.178809166,-0.692618549,0.135327324,1,0
-0.488466412,-4.178809166,-0.714339912,0.145973265,1,0
-0.467591226,-4.178809166,-0.740099013,0.165016592,1,0
-0.442572594,-4.178809166,-0.767080367,0.186735779,1,0
-0.414305449,-4.178809166,-0.797535658,0.207858026,1,0
-0.385195881,-4.178809166,-0.835607946,0.228121847,1,0
-0.359273493,-4.178809166,-0.88023603,0.248408809,1,0
-0.343043029,-4.178809166,-0.923140764,0.267037302,1,0
-0.345005006,-4.178809166,-0.955559015,0.279090881,1,0
-0.372741401,-4.178809166,-0.97686857,0.277757257,1,0
-0.372741401,-4.178809166,-0.992961407,0.277757257,1,0
-0.372741401,-4.178809166,-1.007928848,0.277757257,1,0
-0.372741401,-4.178809166,-1.017588258,0.277757257,1,0
-0.372741401,-4.178809166,-1.013004541,0.277757257,1,0
-0.372741401,-4.178809166,-0.992003739,0.277757257,1,0
-0.347582608,-4.178809166,-0.961134255,0.330495805,1,0
-0.402389109,-4.178809166,-0.927708268,0.327073216,1,0
-0.447733521,-4.178809166,-0.892961502,0.318898648,1,0
-0.486921698,-4.178809166,-0.855946302,0.303336114,1,0
-0.51974833,-4.178809166,-0.81993252,0.280488312,1,0
-0.541451871,-4.178809166,-0.79106921,0.253727764,1,0
-0.549173713,-4.178809166,-0.773254335,0.228295282,1,0
-0.54803884,-4.178809166,-0.766654789,0.207332924,1,0
-0.545641005,-4.178809166,-0.769503117,0.191275805,1,0
-0.548238575,-4.178809166,-0.777697265,0.181285858,1,0
-0.554983318,-4.178809166,-0.786987782,0.180498406,1,0
-0.559084952,-4.178809166,-0.793379426,0.189301595,1,0
-0.598430216,-4.178809166,-0.796287358,0.190742806,1,0
-0.633640945,-4.178809166,-0.798248351,0.178367898,1,0
-0.65071249,-4.178809166,-0.801893234,0.164719999,1,0
-0.652135253,-4.178809166,-0.803873956,0.148685515,1,0
-0.64512682,-4.178809166,-0.799211144,0.130123988,1,0
-0.63264823,-4.178809166,-0.787265182,0.112498231,1,0
-0.614050567,-4.178809166,-0.772701442,0.102140225,1,0
-0.590778172,-4.178809166,-0.758854985,0.105510429,1,0
-0.570240438,-4.178809166,-0.747253716,0.124241479,1,0
-0.561656296,-4.178809166,-0.73926568,0.15355745,1,0
-0.56679219,-4.178809166,-0.737172544,0.189218029,1,0
-0.579293251,-4.178809166,-0.740935981,0.231747463,1,0
-0.579293251,-4.178809166,-0.747731805,0.231747463,1,0
-0.579293251,-4.178809166,-0.753686845,0.231747463,1,0
-0.579293251,-4.178809166,-0.756367147,0.231747463,1,0
-0.579293251,-4.178809166,-0.754127085,0.231747463,1,0
-0.579293251,-4.178809166,-0.746363938,0.231747463,1,0
-0.579293251,-4.178809166,-0.734757423,0.231747463,1,0
-0.579293251,-4.178809166,-0.726918221,-0.047375053,1,0
-0.542572558,-4.178809166,-0.730520248,-0.024149012,1,0
-0.476946115,-4.178809166,-0.748387754,-0.001592906,1,0
-0.431585819,-4.178809166,-0.776252508,0.013367043,1,0
-0.409019172,-4.178809166,-0.807141185,0.01996796,1,0
-0.405269176,-4.178809166,-0.833785772,0.021225417,1,0
-0.411717296,-4.178809166,-0.853004634,0.019901775,1,0
-0.411717296,-4.178809166,-0.864379466,0.019901775,1,0
-0.411717296,-4.178809166,-0.868544638,0.019901775,1,0
-0.411717296,-4.178809166,-0.865545928,0.019901775,1,0
-0.411717296,-4.178809166,-0.856393039,0.019901775,1,0
-0.411717296,-4.178809166,-0.845368207,0.019901775,1,0
-0.411717296,-4.178809166,-0.839083493,0.023787107,1,0
-0.392801464,-4.178809166,-0.841686487,0.03695989,1,0
-0.364235401,-4.178809166,-0.850407302,0.050750569,1,0
-0.339019239,-4.178809166,-0.857340634,0.059582412,1,0
-0.329607755,-4.178809166,-0.857006669,0.05989306,1,0
-0.341929108,-4.178809166,-0.853208601,0.050271839,1,0
-0.341929108,-4.178809166,-0.85325551,0.050271839,1,0
-0.341929108,-4.178809166,-0.860522926,0.050271839,1,0
-0.341929108,-4.178809166,-0.872612596,0.050271839,1,0
-0.341929108,-4.178809166,-0.88156265,0.050271839,1,0
0.165231556,-4.178809166,-0.880733073,0.070934333,1,0
0.187652275,-4.178809166,-0.869502664,0.063664675,1,0
0.181665584,-4.178809166,-0.850661099,0.05542513,1,0
0.156648204,-4.178809166,-0.828056812,0.050407503,1,0
0.126232818,-4.178809166,-0.806088209,0.056221757,1,0
0.101448312,-4.178809166,-0.787410676,0.083947748,1,0
0.092977464,-4.178809166,-0.771307766,0.083947748,1,0
0.11196395,-4.178809166,-0.755164802,0.083947748,1,0
0.154552609,-4.178809166,-0.737702906,0.083947748,1,0
0.200279519,-4.178809166,-0.719058275,0.083947748,1,0
0.230083019,-4.178809166,-0.699508667,0.083947748,1,0
0.2388466,-4.178809166,-0.681603312,0.083947748,1,0
0.243720666,-4.178809166,-0.66830349,0.085657477,1,0
0.238555521,-4.178809166,-0.660638869,0.104170486,1,0
0.225756869,-4.178809166,-0.658243537,0.104161009,1,0
0.207868695,-4.178809166,-0.660414159,0.09556485,1,0
0.193628803,-4.178809166,-0.668449163,0.083763316,1,0
0.196556181,-4.178809166,-0.685091257,0.093146533,1,0
0.21011728,-4.178809166,-0.710598111,0.104358189,1,0
0.23110874,-4.178809166,-0.741199195,0.106229693,1,0
0.254423678,-4.178809166,-0.771612048,0.058051091,1,0
0.272820383,-4.178809166,-0.798466384,0.058051091,1,0
0.273503929,-4.178809166,-0.821623921,0.058051091,1,0
0.243051767,-4.178809166,-0.842992544,0.058051091,1,0
0.176613703,-4.178809166,-0.863805234,0.058051091,1,0
0.088110007,-4.178809166,-0.882564366,0.058051091,1,0
0.011286169,-4.178809166,-0.895953059,0.058051091,1,0
-0.024310071,-4.178809166,-0.902013838,0.058051091,1,0
-0.024310071,-4.178809166,-0.901486814,0.058051091,1,0
-0.024310071,-4.178809166,-0.888805449,0.058051091,1,0
-0.024310071,-4.178809166,-0.847289801,0.058051091,1,0
-0.024310071,-4.178809166,-0.758802295,0.058051091,1,0
-0.024310071,-4.178809166,-0.639536023,0.058051091,1,0
0.592269242,-4.178809166,-0.523471832,0.058051091,1,0
0.613223493,-4.178809166,-0.425751179,0.058051091,1,0
0.674064994,-4.178809166,-0.339432389,0.058051091,1,0
0.674064994,-4.178809166,-0.254826248,0.058051091,1,0
0.674064994,-4.178809166,-0.176034331,0.058051091,1,0
0.674064994,-4.178809166,-0.112408638,0.058051091,1,0
0.674064994,-4.178809166,-0.066745333,0.058051091,1,0
0.674064994,-4.178809166,-0.034187302,0.058051091,1,0
0.674064994,-4.178809166,-0.009948946,0.058051091,1,0
0.674064994,-4.178809166,0.007199689,0.058051091,1,0
0.674064994,-4.178809166,0.017507222,0.058051091,1,0
0.674064994,-4.178809166,0.02177529,0.058051091,1,0
0.687331438,-4.178809166,0.019776033,0.058051091,1,0
0.703395247,-4.178809166,0.008980311,0.058051091,1,0
0.703395247,-4.178809166,-0.011771638,0.058051091,1,0
0.703395247,-4.178809166,-0.040301614,0.058051091,1,0
0.703395247,-4.178809166,-0.074065156,0.058051091,1,0
0.703395247,-4.178809166,-0.116289459,0.058051091,1,0
0.703395247,-4.178809166,-0.175846934,0.239116743,1,0
-0.096298411,-4.178809166,-0.257101595,0.18456161,1,0
-0.127273604,-4.178809166,-0.354229629,0.155529603,1,0
-0.14627023,-4.178809166,-0.456244379,0.14085862,1,0
-0.162212431,-4.178809166,-0.558933198,0.129776046,1,0
-0.181531236,-4.178809166,-0.662043691,0.118617624,1,0
-0.198282704,-4.178809166,-0.755946696,0.109374151,1,0
-0.201737255,-4.178809166,-0.824272811,0.103859112,1,0
-0.187699735,-4.178809166,-0.862243414,0.100498423,1,0
-0.16546537,-4.178809166,-0.878384709,0.096657895,1,0
-0.1473943,-4.178809166,-0.883667469,0.09165594,1,0
-0.139670074,-4.178809166,-0.888204634,0.087312438,1,0
-0.141182899,-4.178809166,-0.896523535,0.023251416,1,0
-0.166947544,-4.178809166,-0.90636915,0.009003289,1,0
-0.180050537,-4.178809166,-0.912951052,0.023363436,1,0
-0.185838416,-4.178809166,-0.915635884,0.043968566,1,0
-0.18981871,-4.178809166,-0.918191135,0.059315052,1,0
-0.196658954,-4.178809166,-0.922679305,0.066175401,1,0
-0.20832637,-4.178809166,-0.927393734,0.067362413,1,0
-0.221657008,-4.178809166,-0.930164754,0.067154482,1,0
-0.232371882,-4.178809166,-0.930132627,0.066507258,1,0
-0.24275206,-4.178809166,-0.928486705,0.062602036,1,0
-0.260931164,-4.178809166,-0.927756429,0.053851809,1,0
-0.295740694,-4.178809166,-0.930933416,0.044224542,1,0
-0.347266436,-4.178809166,-0.940313995,0.043016039,1,0
-0.404290438,-4.178809166,-0.955191195,0.055698618,1,0
-0.44773379,-4.178809166,-0.972013235,0.076801032,1,0
-0.465415984,-4.178809166,-0.984911144,0.094787829,1,0
-0.462684035,-4.178809166,-0.986630797,0.102131873,1,0
-0.452878684,-4.178809166,-0.97256285,0.099849671,1,0
-0.444117039,-4.178809166,-0.946566045,0.092721708,1,0
-0.438144594,-4.178809166,-0.918298244,0.084311023,1,0
-0.436427236,-4.178809166,-0.8959499,0.074405223,1,0
-0.438002259,-4.178809166,-0.882781029,0.062630147,1,0
-0.439434975,-4.178809166,-0.879039586,0.051733017,1,0
-0.43678233,-4.178809166,-0.883271992,0.046138193,1,0
-0.429921448,-4.178809166,-0.890583873,0.047127042,1,0
-0.422106951,-4.178809166,-0.893665195,0.050489731,1,0
-0.416034877,-4.178809166,-0.889604867,0.049083032,1,0
-0.413098484,-4.178809166,-0.882415116,0.035994947,1,0
-0.416189432,-4.178809166,-0.877703369,0.00739486,1,0
-0.430731863,-4.178809166,-0.87674886,-0.034013592,1,0
-0.460273772,-4.178809166,-0.87779218,-0.078224808,1,0
-0.503685057,-4.178809166,-0.881357312,-0.111387737,1,0
-0.554712832,-4.178809166,-0.890090704,-0.126811087,1,0
-0.60601294,-4.178809166,-0.902113974,-0.127973527,1,0
-0.650140285,-4.178809166,-0.911297023,-0.122528933,1,0
-0.680810869,-4.178809166,-0.913448095,-0.11586526,1,0
-0.696766913,-4.178809166,-0.910568833,-0.109094702,1,0
-0.704311609,-4.178809166,-0.907517254,-0.100401327,1,0
-0.712839603,-4.178809166,-0.906671166,-0.088393144,1,0
-0.726531029,-4.178809166,-0.908886611,-0.073621504,1,0
-0.739893734,-4.178809166,-0.916172266,-0.05673822,1,0
-0.740524888,-4.178809166,-0.925111055,-0.036720201,1,0
-0.723367512,-4.178809166,-0.923496783,-0.013451012,1,0
-0.694848239,-4.178809166,-0.900580406,0.012463111,1,0
-0.666207612,-4.178809166,-0.860703349,0.0396115,1,0
-0.641362786,-4.178809166,-0.819648445,0.066225171,1,0
-0.618305564,-4.178809166,-0.789140224,0.08895462,1,0
-0.595068991,-4.178809166,-0.77084595,0.104626425,1,0
-0.568006337,-4.178809166,-0.762546837,0.112429634,1,0
-0.534603417,-4.178809166,-0.762108088,0.115897201,1,0
-0.495192379,-4.178809166,-0.765825331,0.120019399,1,0
-0.457830071,-4.178809166,-0.767558455,0.126445517,1,0
-0.4321872,-4.178809166,-0.762748182,0.133574635,1,0
-0.420104802,-4.178809166,-0.753048241,0.139179498,1,0
-0.416182697,-4.178809166,-0.74371177,0.141842067,1,0
-0.412339061,-4.178809166,-0.737419009,0.141006634,1,0
-0.406052828,-4.178809166,-0.735954106,0.136873111,1,0
-0.398645192,-4.178809166,-0.743510902,0.131406173,1,0
-0.392040342,-4.178809166,-0.765060484,0.125947312,1,0
-0.386127651,-4.178809166,-0.800735354,0.119627289,1,0
-0.381627262,-4.178809166,-0.843670011,0.111206628,1,0
-0.379915833,-4.178809166,-0.884550512,0.102386631,1,0
-0.381634802,-4.178809166,-0.917366683,0.097556546,1,0
