eeg1,eeg2,eeg3,eeg4,focused,
-0.1810239,#NAME?,-0.7374402,-0.0547749,0,
-0.138162628,-3.476436615,-0.556680202,0.356169134,1,
-0.120787159,-4.178809166,-0.887400627,0.017554643,1,
-0.505684137,-4.424050808,-0.631570578,-0.140980557,1,
0.38204154,-5.7961431,-0.2217323,1.113837,0,
-0.098859765,-3.476436615,-0.667494535,0.198058754,1,
0.03529001,-4.9265018,-0.3292251,0.10564627,0,
-0.3452456,-4.424050808,-0.56682688,0.079710998,1,
-0.061229117,-3.476436615,-0.568507552,0.358046055,1,
-0.0953703,-5.0988131,-0.6335315,0.34133086,0,
0.95537859,#NAME?,0.04938788,1.12502754,0,
0.15830547,-3.3868291,-0.6502132,0.2874918,0,
-0.2412071,#NAME?,-0.0963878,0.17588402,0,
0.10399668,#NAME?,-0.6647911,0.37011039,0,
0.72779298,#NAME?,-0.1681396,1.01780498,0,
0.26410285,-3.3868291,-0.5933793,0.83456904,0,
-0.828434408,-3.476436615,-0.711440861,0.088797696,1,
-0.253039539,-3.476436615,-0.733053625,0.003337922,1,
0.07561497,#NAME?,-0.4815833,0.60621572,0,
-0.5182583,-5.7961431,-0.514525,-0.2105068,0,
0.367038459,-3.476436615,-0.804823458,0.233818263,1,
-0.450030833,-3.476436615,-0.446325749,-0.025425943,1,
0.025770521,-3.476436615,-0.356052577,0.420912057,1,
0.49191329,-5.0279942,-0.5673169,0.59716374,0,
-0.1450435,-3.7221296,-0.5742714,0.28915784,0,
0.38839999,-4.5582461,-0.6697314,0.75306964,0,
0.28780019,-3.3868291,-0.3851801,0.51659322,0,
-0.109740458,-4.424050808,-0.683607876,-0.046836112,1,
0.330290705,-3.476436615,-0.56548351,0.577229619,1,
0.05374512,-3.7221296,0.32307509,0.19655143,0,
0.11890864,#NAME?,-0.7656031,0.25454789,0,
-0.17582202,-3.476436615,-1.019319057,0.224444807,1,
0.04994584,#NAME?,-0.3056082,0.85912913,0,
-0.485906601,-3.476436615,-0.860491812,0.295510739,1,
-0.2685204,-5.7961431,-0.3773124,-0.020793,0,
0.22278547,-3.7221296,-0.5452918,0.36795568,0,
0.04507686,-4.9265018,-0.5375865,0.28833291,0,
0.003290926,-3.476436615,-0.576568961,0.368061811,1,
-0.1226119,#NAME?,-0.3392014,-0.1349395,0,
-0.318590224,-3.476436615,-0.694143355,0.119659156,1,
0.54105502,-5.3203087,-0.4051839,0.9438588,0,
-0.194323272,-4.424050808,-0.367314249,0.001415526,1,
-0.1151589,#NAME?,-0.5983997,0.38630253,0,
-0.224024773,-4.588984966,-0.402883828,0.244602144,1,
-0.626592219,-3.476436615,-0.95061928,0.301207453,1,
0.63608778,-5.3203087,-0.5906383,0.62949234,0,
-0.4116224,-5.7961431,-0.6103895,0.09994043,0,
0.087201,-5.1914659,0.2546241,0.80840772,0,
-0.265336871,-3.476436615,-0.772927284,0.401759237,1,
-0.551981986,-3.476436615,-0.992000401,0.284828931,1,
0.2524398,-4.9265018,-0.3099738,0.18008302,0,
0.49191329,-5.0279942,-0.2737643,0.59716374,0,
-0.072234929,-3.476436615,-0.556920111,0.266687453,1,
0.80412567,-5.1914659,-0.2837444,1.19491267,0,
-0.077094704,-4.424050808,-0.600124717,0.146234974,1,
-0.101954356,-3.476436615,-1.049609184,0.043712508,1,
0.33588833,#NAME?,-0.6930807,0.56626326,0,
-0.092574455,-4.588984966,-0.411667973,0.174334347,1,
-0.221996218,-4.588984966,-0.506428957,0.190555394,1,
0.38141918,-4.5582461,-0.5686993,0.73211777,0,
0.41711193,-5.3203087,-0.5617595,0.69752842,0,
-0.5038036,-3.7221296,-0.6979766,0.24890928,0,
-0.1128611,-3.7221296,-0.0631059,1.04508591,0,
0.6878857,-3.7221296,-0.6196371,0.86275566,0,
0.12909326,-4.424050808,-0.330905944,-0.107081845,1,
-0.337308258,-4.424050808,-0.45367384,0.320831418,1,
-0.439214617,-4.178809166,-0.815535903,0.064476885,1,
-0.386628628,-3.476436615,-0.610399246,0.079706542,1,
-0.419230998,-4.424050808,-0.476384073,0.200553343,1,
-0.219119072,-3.476436615,-0.733269036,0.329327345,1,
-0.1109905,-5.7961431,-0.4707863,0.49438864,0,
-0.689239085,-4.424050808,-0.708513141,0.06203717,1,
-0.2283879,-3.7221296,-0.8833466,0.36832646,0,
0.67503512,-3.3868291,-0.4310839,0.9410727,0,
-0.1604893,-5.0988131,-0.6724631,0.04481141,0,
0.08788795,-5.3203087,-0.6799644,0.63533938,0,
-0.485906601,-3.476436615,-0.854483426,0.295510739,1,
0.005190744,-4.588984966,-0.421064079,0.403619319,1,
-0.190991849,-3.476436615,0.318779886,0.048327997,1,
-0.344050705,-4.588984966,-0.637414157,0.012668798,1,
-0.4398493,#NAME?,-0.4016719,0.01380388,0,
-0.607746661,-4.424050808,-0.274912536,-0.091098949,1,
-0.450030833,-3.476436615,-0.437065423,-0.025425943,1,
0.013900814,-4.424050808,-0.339218169,-0.05250578,1,
-0.471418142,-3.476436615,-0.619617879,0.236430794,1,
0.02210963,-5.0279942,-0.8286118,0.97700506,0,
0.64761782,-4.5582461,0.33030325,0.90160847,0,
-0.348648965,-4.424050808,-0.80042237,0.012829932,1,
-0.036332328,-3.476436615,-0.605822027,0.057871982,1,
-0.101954356,-3.476436615,-0.959483325,0.043712508,1,
-0.238360614,-4.424050808,-0.968976915,0.406669796,1,
0.07092107,#NAME?,-0.5746114,0.12559517,0,
-0.051681921,-3.476436615,-0.747309446,0.310167342,1,
0.74366862,#NAME?,-0.1978621,1.12614107,0,
-0.0979772,-4.9265018,-0.3727941,0.45997515,0,
0.464547664,-3.476436615,-0.369375527,0.628059208,1,
0.06794936,-5.0988131,-0.8746397,0.16882214,0,
0.087201,-5.1914659,0.32151443,1.30237806,0,
-0.438265026,-4.424050808,-0.640179873,-0.161038399,1,
-0.671830833,-4.424050808,-0.646464705,-0.331342727,1,
0.279433519,-3.476436615,0.072823249,0.250517756,1,
-0.012902456,-3.476436615,-0.696103752,-0.026586667,1,
-0.1128611,-3.7221296,-0.5163552,0.45426956,0,
0.07561497,#NAME?,-0.3250566,0.60621572,0,
-0.412879467,-4.178809166,-0.853293896,0.079700656,1,
0.77655339,#NAME?,-0.3008732,0.18182616,0,
-0.190991849,-3.476436615,-0.697493672,0.048327997,1,
-0.45884338,-4.424050808,-0.80128032,-0.251826972,1,
0.087201,-5.1914659,0.32151443,1.30237806,0,
-0.3488842,-5.7961431,-0.4316384,-0.067111,0,
-0.452055514,-3.476436615,-0.758211434,0.128334001,1,
0.10184997,#NAME?,-0.8440989,0.26078162,0,
-0.398482025,-4.424050808,-0.765084326,-0.05101366,1,
0.042503081,-4.424050808,-0.400565505,0.012900438,1,
0.10850722,-3.3868291,-0.6085452,0.10677127,0,
0.14041033,-5.7961431,-0.5047069,0.15305272,0,
0.07561497,#NAME?,-0.4871559,0.60621572,0,
-0.248103514,-3.476436615,-0.641956568,-0.017982224,1,
0.29085404,-5.3203087,-0.8186969,0.80067182,0,
0.25402898,-4.8700461,-0.4706304,0.34769237,0,
-0.497673571,-4.178809166,-0.766979694,0.01521964,1,
0.07374189,-4.7642632,-0.4766724,1.06821525,0,
0.49191329,-5.0279942,-0.4075678,0.59716374,0,
-0.1230103,-3.7221296,-0.7927581,0.15595479,0,
-0.691310108,-3.476436615,-0.72634989,0.111637697,1,
-0.303857893,-4.424050808,-0.406733692,0.03165115,1,
-0.463034302,-3.476436615,-0.774778008,0.015193365,1,
0.08614062,#NAME?,-0.4868033,0.12869868,0,
-0.246159807,-4.588984966,-0.536416411,0.183321774,1,
-0.277630299,-4.424050808,-0.574305654,0.200208694,1,
-0.425529689,-3.476436615,-0.657139063,0.193114951,1,
-0.265336871,-3.476436615,-0.651225686,0.401759237,1,
0.22273347,-3.3868291,-0.5880705,0.81006187,0,
-0.405744761,-4.424050808,-0.532361805,-0.281365365,1,
0.18342493,#NAME?,-0.6377707,0.17135602,0,
0.02456795,#NAME?,-0.8046163,0.01169143,0,
-0.351550668,-4.424050808,-0.652215183,-0.134936631,1,
-0.375453919,-3.476436615,-0.893567622,0.295165479,1,
-0.671830833,-4.424050808,-0.727384567,-0.331342727,1,
0.07561497,#NAME?,-0.4692043,0.60621572,0,
0.32401577,#NAME?,-0.8406928,0.31859303,0,
-0.40552637,-3.476436615,-0.902469337,0.337024331,1,
0.16304038,#NAME?,-0.6263118,-0.0435497,0,
-0.192093655,-3.476436615,-0.556878686,0.260889441,1,
0.14041033,-5.7961431,-0.4845705,0.15305272,0,
0.32401577,#NAME?,-0.1875098,0.31859303,0,
-0.1647244,#NAME?,-0.4369231,0.11700001,0,
-0.1411767,#NAME?,-0.7364171,0.07024913,0,
-0.308654517,-4.424050808,-0.382928699,0.055680178,1,
0.05835793,#NAME?,-0.4837583,0.12657055,0,
0.05541985,#NAME?,-0.5476509,-0.0818524,0,
0.39290968,-5.3203087,-0.5770571,0.90825987,0,
0.267480493,-4.424050808,-0.413047433,0.358585179,1,
0.00290838,#NAME?,-0.6738353,0.51987541,0,
-0.528250635,-3.476436615,-0.543065965,-0.034017891,1,
-0.615738,-5.7961431,-0.288711,-0.2717784,0,
0.1149942,-4.9265018,-0.5372727,0.71455193,0,
0.00771627,-5.7961431,-0.4675157,0.66165447,0,
-0.2939204,-5.7961431,-0.342701,-0.0418385,0,
-0.422439158,-3.476436615,-1.07434845,-0.066492923,1,
0.39672172,#NAME?,-0.3943571,0.44392154,0,
-0.529582024,-3.476436615,-0.746296227,0.150508195,1,
0.22184508,#NAME?,-0.5019909,0.41629863,0,
-0.183005989,-4.588984966,-0.61768353,0.050432611,1,
0.21848404,#NAME?,-0.515541,0.58549982,0,
-0.32380265,-3.476436615,-0.643940806,0.164778665,1,
-0.541227818,-3.476436615,-0.864734948,0.120835848,1,
0.62562585,-4.8700461,-0.4794293,0.81937176,0,
0.20364696,#NAME?,-0.6434782,0.44831976,0,
0.39074683,#NAME?,-0.7879422,0.30165589,0,
-0.265336871,-3.476436615,-0.556908965,0.401759237,1,
-0.2213521,#NAME?,-0.4322028,0.06196105,0,
0.087201,-5.1914659,0.32151443,1.30237806,0,
-0.385744125,-4.424050808,-0.697457612,-0.260483176,1,
-0.542113245,-4.178809166,-0.91727829,0.174759582,1,
-0.255942136,-4.424050808,-0.575656712,0.036238164,1,
-0.454272836,-4.424050808,-0.598360419,0.130311862,1,
-0.106560774,-3.476436615,-0.935679793,0.253587872,1,
-0.56463325,-4.588984966,-0.460819811,-0.041613363,1,
0.74366862,#NAME?,-0.3393401,1.12614107,0,
-0.154052854,-3.476436615,-0.698885322,0.195786878,1,
-0.2036925,-3.3868291,-0.7451531,0.50977319,0,
0.32829469,#NAME?,-0.4172119,0.56468612,0,
0.33886838,-3.476436615,-0.44856292,0.385708272,1,
0.03952117,-5.1914659,-0.1800584,0.80840772,0,
0.62562585,-4.8700461,-0.4181366,1.07814145,0,
-0.409638107,-4.424050808,-0.983782291,0.160344705,1,
0.08539332,-4.9265018,-0.5374284,0.66943145,0,
0.689700603,-4.424050808,-0.374240667,0.417583704,1,
0.16332823,#NAME?,-0.682521,0.21716145,0,
-0.0827928,-5.0988131,-0.5963713,0.05223094,0,
-0.607287705,-3.476436615,-0.512173593,-0.069557428,1,
-0.391448468,-4.424050808,-0.65999943,0.029437073,1,
-0.44400543,-3.476436615,-0.603226185,-0.081810951,1,
-0.188201681,-4.424050808,-0.574807048,0.14293012,1,
-0.703798115,-4.424050808,-0.795367062,-0.0957238,1,
0.29085404,-5.3203087,-0.7941785,0.80067182,0,
-0.209103465,-4.424050808,-0.453822732,0.142913848,1,
-0.0688341,#NAME?,-0.8803096,0.02513209,0,
-0.689183235,-4.178809166,-0.75787431,0.077470146,1,
-0.377301097,-4.424050808,-0.694784403,-0.243497908,1,
1.08359265,-5.0279942,0.18328434,0.97700506,0,
-0.340958089,-4.424050808,-0.620820284,-0.270498127,1,
-0.329975158,-3.476436615,-1.07121563,0.14307338,1,
-0.435529768,-3.476436615,-0.731435359,0.391970932,1,
-0.1128611,-3.7221296,-0.630146,0.45426956,0,
-0.384406835,-4.424050808,-0.88049984,0.066390812,1,
-0.2561963,-5.0988131,-0.8015659,0.13100202,0,
-0.545847118,-3.476436615,-0.793621659,0.123029388,1,
-0.440907627,-3.476436615,-0.808793008,0.261245489,1,
-0.652214706,-4.178809166,-0.712999821,0.312799782,1,
-0.403586507,-4.588984966,-0.619648099,0.124618918,1,
-0.172393888,-3.476436615,-0.691615224,0.162020132,1,
-0.33392936,-4.424050808,-0.499663889,-0.269883007,1,
0.00211214,#NAME?,-0.8210107,0.24515308,0,
-0.375453919,-3.476436615,-0.856201053,0.295165479,1,
-0.012288,#NAME?,-0.321405,0.11712898,0,
0.37967709,-5.3203087,-0.5349124,0.32912943,0,
0.103661008,-4.424050808,-0.710241258,0.157229289,1,
-0.253039539,-3.476436615,-0.763504446,0.003337922,1,
-0.3210305,-5.7961431,-0.2036983,-0.1122069,0,
-0.54283601,-3.476436615,-0.644267201,0.112591445,1,
-0.1501518,#NAME?,-0.803581,0.56757689,0,
-0.0448975,#NAME?,-0.8668208,0.4503507,0,
0.1908575,#NAME?,-0.3867995,0.69847089,0,
0.45545712,#NAME?,-0.5872652,0.77982742,0,
0.10968263,-4.0341382,-0.6617022,0.52159464,0,
-0.526775897,-3.476436615,-0.661552429,0.053208157,1,
0.15526043,#NAME?,0.04660692,0.28964338,0,
-0.3120561,-4.9265018,-0.4281575,-0.1176495,0,
-0.1128611,-3.7221296,-0.7321147,0.45426956,0,
-0.559752345,-4.424050808,-0.682054102,-0.16309613,1,
0.292624742,-3.476436615,-0.295575172,0.417917788,1,
-0.705198228,-4.424050808,-0.684649527,0.062469952,1,
-0.231103,-5.7961431,-0.4942621,-0.0896981,0,
-0.508769631,-3.476436615,-0.714485109,-0.059871834,1,
-0.150026,#NAME?,-0.8623741,0.02985161,0,
-0.1385451,-4.9265018,-0.5095154,0.50304568,0,
1.01304388,-4.5582461,-0.6449451,1.13119113,0,
-0.1600081,-5.0988131,-0.9077253,0.11366175,0,
0.087201,-5.1914659,0.42013377,1.30237806,0,
-0.080242366,-3.476436615,-0.671564817,0.041251086,1,
0.49057689,-6.3638282,-0.4558651,0.55617112,0,
-0.0871039,-4.0341382,-0.6107048,0.05146314,0,
-0.1128611,-3.7221296,-0.3423024,-0.0382496,0,
-0.0281433,#NAME?,-0.4621455,0.12080747,0,
0.188472152,-3.476436615,-0.71037823,0.576624632,1,
0.067110255,-4.424050808,-0.279659122,0.507461011,1,
-0.1128611,-3.7221296,-0.0924692,-0.0382496,0,
-0.194024161,-4.424050808,-0.537275851,0.056668617,1,
-0.0346306,-4.9265018,-0.2744569,0.02240831,0,
-0.397055507,-3.476436615,-0.700394511,0.105797581,1,
-0.212466404,-4.424050808,-0.5263834,0.235155687,1,
-0.536823034,-3.476436615,-0.794708252,-0.053758472,1,
-0.328201026,-4.424050808,-0.804444671,-0.366326749,1,
-0.5043592,#NAME?,-0.4940212,-0.2227821,0,
-0.0636618,#NAME?,-0.6794959,0.11106746,0,
-0.135476634,-3.476436615,-0.856988907,0.05981487,1,
-0.150070474,-4.424050808,-0.478131205,0.140906081,1,
0.31209633,-3.3868291,-0.6576222,0.79069179,0,
0.330290705,-3.476436615,-0.608487785,0.577229619,1,
0.06205043,#NAME?,-0.597587,0.06641374,0,
-0.232034296,-4.424050808,-0.537640393,0.206237555,1,
-0.1003563,-5.7961431,-0.3545342,-0.0499899,0,
0.078360908,-3.476436615,-0.551778913,0.414558411,1,
0.18430749,#NAME?,-0.6886814,0.38468754,0,
-0.622285485,-3.476436615,-0.629567742,0.160168603,1,
-0.5929173,-5.7961431,-0.255469,-0.2764603,0,
0.78808099,-3.3868291,-0.1777345,0.78759772,0,
-0.0077365,#NAME?,-0.4408918,0.22728749,0,
-0.407565504,-3.476436615,-0.771566153,0.126013443,1,
-0.777588248,-3.476436615,-0.581598997,0.083214283,1,
-0.279811293,-3.476436615,-0.608117163,0.046865527,1,
-0.488409489,-4.424050808,-0.823732257,-0.182406276,1,
0.49191329,-5.0279942,-0.4103251,0.59716374,0,
0.674064994,-4.178809166,-0.066745333,0.058051091,1,
-0.32380265,-3.476436615,-0.706649959,0.164778665,1,
-0.0909215,-5.0988131,-0.9026616,0.11384901,0,
-0.390065283,-4.178809166,-0.81570524,0.157985732,1,
-0.6787042,-5.7961431,-0.3887817,0.10460803,0,
0.29386935,-3.3868291,-0.5030121,0.69724971,0,
-0.624920964,-4.178809166,-0.86355865,0.05525117,1,
-0.172687158,-3.476436615,-0.840892255,0.489939272,1,
-0.20191963,-3.476436615,-0.669998884,0.130301222,1,
-0.121085323,-4.424050808,-0.489916444,0.237397656,1,
-0.318828553,-3.476436615,-0.725736797,0.123347938,1,
0.67262322,-4.9265018,-0.1391737,1.05542815,0,
-0.543019593,-4.424050808,-0.695961833,-0.082665391,1,
0.07348609,#NAME?,-0.1797146,0.28964338,0,
-0.448953122,-4.424050808,-0.557396889,0.103710204,1,
0.237977073,-4.424050808,-0.522269666,0.201126724,1,
0.297120959,-4.424050808,-0.406916231,0.777749062,1,
0.48017317,-3.3868291,-0.3483869,0.44198349,0,
-0.1226119,#NAME?,-0.4601102,-0.1349395,0,
-0.029680528,-4.588984966,-0.589144707,0.188679576,1,
-0.18092218,-3.476436615,-0.570520163,0.044984605,1,
-0.503991,-5.7961431,-0.4423531,0.38208622,0,
-0.327400446,-4.178809166,-0.71325165,0.058287311,1,
-0.591200292,-3.476436615,-0.712616086,-0.055170652,1,
0.36643663,-3.476436615,-0.642290831,0.327481002,1,
-0.230590031,-4.588984966,-0.768185973,0.140641809,1,
-0.0619616,#NAME?,-0.5698524,0.10125482,0,
-0.328234613,-3.476436615,-1.0197016,0.113151319,1,
-0.5816758,-5.7961431,-0.387447,-0.1749926,0,
0.038971208,-4.424050808,-0.606119692,0.104118742,1,
-0.2446844,-5.7961431,-0.508081,0.36175469,0,
-0.342632502,-4.588984966,-0.385124862,0.247962713,1,
-0.342307895,-4.424050808,-0.469446927,0.07723175,1,
-0.5594665,#NAME?,-0.3509291,0.08787856,0,
0.087201,-5.1914659,0.33171502,0.80840772,0,
0.045577571,-4.424050808,-0.636479735,0.241468444,1,
-0.0640089,-5.0988131,-0.6220043,-0.0242009,0,
-0.1339014,-4.0341382,-0.636529,0.04057297,0,
0.29386935,-3.3868291,-0.5016336,0.69724971,0,
-0.233394459,-4.588984966,-0.512807786,0.205903739,1,
-0.562428713,-4.424050808,-0.550647676,-0.06296058,1,
-0.1152288,#NAME?,-0.8153207,0.09710073,0,
-0.241343305,-3.476436615,-0.676468611,0.042882431,1,
-0.40552637,-3.476436615,-0.997777343,0.337024331,1,
-0.375453919,-3.476436615,-0.900886476,0.295165479,1,
0.261300981,-3.476436615,-0.238807574,0.290781498,1,
-0.560640991,-4.424050808,-0.493007034,0.059207555,1,
-0.422439158,-3.476436615,-0.891192496,-0.066492923,1,
-0.0285914,#NAME?,-0.5053717,0.24910426,0,
0.25560269,-4.9265018,-0.4522902,0.45198327,0,
0.07029554,-3.7221296,-0.8756261,0.77886033,0,
0.05541985,#NAME?,-0.6754457,-0.0818524,0,
-0.224420831,-4.424050808,-0.746089458,-0.160467252,1,
-0.265336871,-3.476436615,-0.700904906,0.401759237,1,
-0.19517751,-4.424050808,-0.403607339,0.216522798,1,
0.512829781,-3.476436615,-0.356497914,0.718721449,1,
0.212397903,-3.476436615,-0.631472826,0.390532076,1,
-0.340958089,-4.424050808,-0.650400937,-0.270498127,1,
0.15372598,-4.6518388,-0.5915008,1.06821525,0,
0.76958454,-5.1914659,-0.3321573,1.04711449,0,
-0.204304531,-4.424050808,-0.51916188,-0.066010766,1,
-0.1140109,-6.3638282,-0.567498,0.27057141,0,
0.43158609,-5.3203087,-0.5124508,0.77678716,0,
-0.53248632,-4.424050808,-0.760091543,-0.148157701,1,
-0.0484228,#NAME?,-0.6381624,0.36984441,0,
0.149063602,-4.178809166,-0.440561533,0.205968708,1,
-0.507114708,-3.476436615,-0.596925974,0.715867102,1,
-0.2321023,#NAME?,-0.3703077,0.08047227,0,
0.56418324,#NAME?,-0.3301497,0.88041151,0,
-0.329975158,-3.476436615,-0.954457641,0.14307338,1,
-0.709574342,-4.424050808,-0.552782178,-0.05350564,1,
-0.193565786,-4.424050808,-0.558311343,0.216327801,1,
0.61876076,-5.7961431,-0.6593181,0.06975788,0,
0.1183544,#NAME?,-0.4871439,0.24075291,0,
-0.551699162,-3.476436615,-0.752119184,-0.010114269,1,
-0.588456094,-4.424050808,-0.654628754,0.11009948,1,
0.96641374,-3.7221296,-0.6819559,1.06821525,0,
-0.375453919,-3.476436615,-0.596131563,0.295165479,1,
-0.1140109,-5.0988131,-0.4816071,0.20108719,0,
-0.057155933,-3.476436615,-0.534684658,0.217944205,1,
0.4081713,-3.7221296,-0.6162822,0.36184704,0,
0.43606031,-5.0279942,-0.6139699,0.69815916,0,
-0.5038036,-3.7221296,-0.7021474,0.00986132,0,
-0.594786763,-3.476436615,-0.649689615,0.126916364,1,
0.74366862,#NAME?,-0.0325702,1.12614107,0,
-0.0517825,-3.3868291,-0.5238817,0.36488989,0,
0.05541985,#NAME?,-0.7557545,-0.0818524,0,
0.067110255,-4.424050808,-0.699469686,0.507461011,1,
-0.409638107,-4.424050808,-0.926831722,0.160344705,1,
0.23283894,-3.3868291,-0.5678775,0.42800012,0,
0.37791729,-5.3203087,-0.5843917,0.37404791,0,
-0.601401031,-4.178809166,-0.746570051,0.121726155,1,
0.18650536,#NAME?,-0.9986664,0.38047269,0,
0.49616995,-5.1914659,-0.1778046,0.72049809,0,
0.073440649,-4.424050808,-0.498410463,0.507461011,1,
-0.038760543,-3.476436615,-0.82142967,0.039425794,1,
-0.19201462,-4.178809166,-0.540447891,0.168137521,1,
0.32401577,#NAME?,-0.9123893,0.31859303,0,
0.31405303,-3.3868291,-0.5438348,0.30609316,0,
-0.356712759,-3.476436615,-0.700754344,0.050161887,1,
0.01363758,#NAME?,-0.7671062,0.36532357,0,
0.32401577,#NAME?,-0.1731771,0.31859303,0,
-0.265336871,-3.476436615,-0.804308414,0.401759237,1,
0.04507686,-4.9265018,-0.03339,0.28833291,0,
-0.0774969,#NAME?,-0.7747774,0.42441598,0,
-0.387490839,-4.424050808,-0.49693808,0.236787245,1,
-0.217462927,-3.476436615,-0.70957011,0.132697612,1,
0.09193595,#NAME?,-0.4846531,0.12336394,0,
-0.0450123,#NAME?,-0.501973,0.1135736,0,
-0.390755922,-3.476436615,-0.628435373,0.108889721,1,
-0.407698095,-4.424050808,-0.524936557,-0.113964647,1,
-0.116668306,-3.476436615,-0.652577877,-0.077530004,1,
-0.431227684,-3.476436615,-0.670722008,0.142137796,1,
-0.357805371,-3.476436615,-0.693454027,0.217619255,1,
-0.375468642,-3.476436615,-0.722849011,0.075957298,1,
0.39251727,-5.3203087,-0.4482165,0.86954618,0,
0.087201,-5.1914659,0.35574862,0.80840772,0,
-0.359324217,-3.476436615,-0.670782804,0.176405206,1,
-0.234620377,-4.424050808,-0.565232754,0.122618869,1,
-0.160394847,-3.476436615,-0.774011493,0.312598735,1,
-0.656839669,-4.178809166,-1.066901684,0.029885357,1,
-0.411042273,-3.476436615,-0.512513638,0.184175566,1,
0.472548723,-3.476436615,-0.723322332,0.485146046,1,
-0.1284296,#NAME?,-0.6280121,0.0542758,0,
0.62562585,-4.8700461,-0.3878821,1.07814145,0,
0.149063602,-4.178809166,-0.357400388,0.205968708,1,
0.62562585,-4.8700461,-0.3722962,1.03928256,0,
-0.32380265,-3.476436615,-0.715025008,0.164778665,1,
0.13367216,#NAME?,-0.8889679,0.18720409,0,
0.344142199,-3.476436615,-0.153884575,0.405881435,1,
-0.226739,-3.3868291,-0.5957367,0.33534431,0,
0.149063602,-4.178809166,-0.510644555,0.205968708,1,
-0.453326911,-4.424050808,-0.384055644,0.168597862,1,
-0.362611502,-4.588984966,-0.611255348,-0.156998798,1,
-0.320078641,-3.476436615,-0.663755536,-0.090188056,1,
-0.0057644,-3.3868291,-0.5304317,0.66775775,0,
-0.0979772,-4.9265018,-0.162366,0.45997515,0,
-0.3884377,-5.7961431,-0.6340969,0.13575859,0,
-0.372741401,-4.178809166,-1.013004541,0.277757257,1,
-0.297079563,-3.476436615,-0.743022561,0.257743388,1,
0.14041033,-5.7961431,-0.4535266,0.15305272,0,
-0.474791974,-4.424050808,-0.542140305,0.111521259,1,
0.43808755,-5.0279942,-0.6065266,0.69270653,0,
-0.617530823,-3.476436615,-0.575715721,0.079314835,1,
-0.1358005,-3.7221296,-0.6121201,0.37989414,0,
-0.099995,#NAME?,-0.7804834,0.17189538,0,
-0.014005107,-4.424050808,-0.555689335,0.039482396,1,
-0.447795451,-3.476436615,-0.739209116,0.022967918,1,
0.49191329,-5.0279942,-0.4467189,0.59716374,0,
0.48679733,-6.3638282,-0.7356404,0.82802683,0,
0.06460904,#NAME?,-0.7085995,0.16126879,0,
-0.120682694,-3.476436615,-1.059619784,0.240445584,1,
-0.424823761,-4.424050808,-0.805118382,0.056668617,1,
0.212397903,-3.476436615,-0.646797538,0.390532076,1,
-0.406537443,-4.588984966,-0.696649432,-0.11077062,1,
0.29386935,-3.3868291,-0.4947571,0.69724971,0,
0.639850795,-3.476436615,-0.601452589,0.390532076,1,
-0.478969663,-3.476436615,-0.610054731,0.038543746,1,
0.00789563,-3.3868291,-0.5983808,0.10677127,0,
-0.801141202,-4.424050808,-0.702375591,-0.15273416,1,
-0.0039712,#NAME?,-0.4067254,0.13296348,0,
0.21877794,-3.3868291,-0.3995209,0.88111269,0,
1.0341953,-4.5582461,0.0286435,1.01966798,0,
0.084806524,-3.476436615,-0.824432194,0.241994098,1,
-0.198596373,-3.476436615,-0.747325301,0.4187859,1,
0.65411752,-5.0279942,-0.5678689,1.13269806,0,
0.08227177,#NAME?,-0.7094064,0.29642493,0,
0.75417364,-5.3203087,-0.1935198,0.97510058,0,
0.49191329,-5.0279942,-0.5673169,0.59716374,0,
0.15372598,-4.7723579,-0.478949,1.06821525,0,
-0.592207789,-4.424050808,-0.695087016,-0.083840221,1,
0.35962638,-5.3203087,-0.5511056,0.3751809,0,
-0.265336871,-3.476436615,-0.742073536,0.401759237,1,
-0.1954287,#NAME?,-0.724224,0.38323629,0,
0.32401577,#NAME?,-0.6020668,0.31859303,0,
-0.281419426,-3.476436615,-0.541303873,0.051811952,1,
0.04243812,#NAME?,-0.627723,-0.125746,0,
-0.1070225,-5.7961431,-0.6806184,0.62611246,0,
0.05888046,-4.9265018,-0.1095837,0.37725997,0,
0.23312695,#NAME?,-0.3616858,0.21076153,0,
0.23963654,#NAME?,-0.1926285,0.56468612,0,
0.152505398,-3.476436615,-0.772576332,0.577229619,1,
-0.467671037,-3.476436615,-0.329750299,0.388942927,1,
-0.270418018,-4.588984966,-0.454026639,0.193214908,1,
0.75417364,-5.3203087,-0.049819,0.97510058,0,
0.96641374,-3.7221296,-0.0461052,1.24282432,0,
-0.1285059,-3.7221296,-0.5227022,0.36184704,0,
-0.2648703,-4.9265018,0.30862758,0.8162697,0,
0.12554391,#NAME?,-0.4126426,0.42321536,0,
-0.199848846,-4.424050808,-0.720320165,-0.061559595,1,
-0.371694386,-4.424050808,-0.384806722,0.200918183,1,
0.08788795,-5.3203087,-0.9256502,0.63533938,0,
0.34978324,-3.3868291,-0.4699296,0.48465657,0,
-0.0072717,#NAME?,-0.7259275,0.42700332,0,
0.65856528,-3.3868291,-0.234023,0.83517265,0,
-0.365134209,-3.476436615,-0.517166495,0.169748932,1,
1.23641002,-5.1914659,0.32151443,1.30237806,0,
-0.36595732,-4.424050808,-0.585954726,0.035834625,1,
-0.0282389,-3.3868291,-0.6464129,0.55554432,0,
