eeg1,eeg2,eeg3,eeg4,focused,
0.2240562,-3.3868291,-0.6619419,0.42800012,0,
0.22574544,-4.424050808,-0.487521023,0.381748408,1,
-0.805135131,-4.178809166,-0.786321402,0.335703433,1,
-0.1468327,#NAME?,-0.7905582,0.24571894,0,
-0.541003704,-3.453196526,-0.650019825,-0.011396447,1,
-0.2740996,-5.7961431,-0.3841513,0.35243854,0,
-0.631661475,-4.424050808,-0.614526808,-0.012611295,1,
-0.431171358,-3.476436615,-0.759199202,-0.074610047,1,
0.32829469,#NAME?,-0.4305476,0.56468612,0,
0.2311413,#NAME?,-0.6427433,0.52392483,0,
1.04419434,-4.5582461,0.03139757,1.00771904,0,
-0.038760543,-3.476436615,-0.892552316,0.039425794,1,
-0.40552637,-3.476436615,-1.065678835,0.337024331,1,
-0.01450253,-4.424050808,-0.915376127,0.180709645,1,
0.077915289,-4.588984966,-0.317772746,0.24677518,1,
-0.754893363,-3.476436615,-1.021112204,0.343508363,1,
0.91595829,-5.3203087,-0.2335522,0.90793055,0,
-0.544114411,-3.476436615,-0.706234634,-0.017541641,1,
0.08788795,-5.3203087,-0.9611517,0.63533938,0,
0.75417364,-5.3203087,-0.3466694,0.97510058,0,
-0.2819722,#NAME?,-0.2874789,0.19694316,0,
0.07385775,-5.0988131,-0.867196,0.18440393,0,
1.08359265,-5.0279942,-0.5670683,0.97700506,0,
1.04898489,#NAME?,-0.0246941,0.8826828,0,
-0.0261891,#NAME?,-0.4630529,0.27451381,0,
0.62562585,-4.8700461,-0.5909269,1.07814145,0,
0.08667419,-5.0279942,-0.7412295,0.18182616,0,
0.26245174,#NAME?,-0.4278641,0.44550514,0,
0.62562585,-4.8700461,-0.533031,0.9055081,0,
0.274119526,-3.476436615,-0.19877252,0.391826302,1,
1.02185547,-5.0279942,0.49345767,0.92395896,0,
-0.021129733,-4.178809166,-0.479414254,0.505500555,1,
0.05210613,-4.9265018,-0.4662972,0.65376604,0,
0.00163425,-3.7221296,-0.7262251,0.57755226,0,
0.65856528,-3.3868291,-0.1941206,0.74009401,0,
-0.2428486,-5.7961431,-0.3170084,-0.0332656,0,
0.04292921,-4.9265018,-0.5402238,0.50300652,0,
-0.4469482,-4.424050808,-0.629408121,-0.097900629,1,
-0.609040201,-3.476436615,-0.960624099,0.205720156,1,
-0.141182899,-4.178809166,-0.896523535,0.023251416,1,
-0.801141202,-4.424050808,-0.730087817,-0.15273416,1,
0.195394769,-4.588984966,-0.283033937,0.566417336,1,
-0.101954356,-3.476436615,-1.129688382,0.043712508,1,
-0.192661911,-4.424050808,-0.622822642,-0.172870755,1,
-0.1140109,-6.3638282,-0.4964964,0.27057141,0,
0.00415361,-3.7221296,-0.7788773,0.13149545,0,
-0.364486277,-4.424050808,-0.702796519,-0.259969801,1,
-0.63173753,-4.178809166,-1.046793103,0.062672712,1,
0.36853725,-3.3868291,-0.6211029,0.342383,0,
-0.384213239,-4.424050808,-0.656087279,0.016146209,1,
-0.2793413,-4.0341382,-0.6531914,-0.0743984,0,
-0.186052203,-3.476436615,-0.930450618,0.200762659,1,
-0.853072941,-4.424050808,-0.785873652,-0.252780855,1,
0.29085404,-5.3203087,-0.5604017,0.80067182,0,
0.17501119,-3.3868291,-0.5122805,0.8309558,0,
0.06278691,#NAME?,-0.7665961,0.40435252,0,
-0.393406272,-4.424050808,-0.662872195,0.056159798,1,
-0.335124761,-4.424050808,-0.586871147,0.064034,1,
-0.1038017,#NAME?,-0.7243732,0.06870871,0,
-0.340171695,-4.424050808,-0.451491654,0.183348522,1,
-0.586492836,-4.424050808,-0.769976199,-0.193272829,1,
0.012253596,-3.476436615,-0.545097411,0.375499398,1,
-0.229033768,-3.476436615,-0.856449842,0.129127026,1,
-0.650140285,-4.178809166,-0.911297023,-0.122528933,1,
-0.2482422,#NAME?,-0.5332599,0.10260551,0,
-0.485347182,-4.178809166,-0.990782797,0.078629367,1,
-0.148682415,-3.476436615,-0.593503118,-0.126952648,1,
-0.87237972,-3.476436615,-1.109884858,0.113136135,1,
0.13363938,-3.476436615,-0.110252939,0.432631433,1,
0.29085404,-5.3203087,-0.5775451,0.80067182,0,
0.14041033,-5.7961431,-0.4535266,0.15305272,0,
0.04507686,-4.9265018,-0.346646,0.28833291,0,
-0.526099741,-4.424050808,-0.771283805,0.054976918,1,
-0.91563797,-3.476436615,-1.108443022,0.155271724,1,
-0.0318402,#NAME?,-0.7228562,0.24724971,0,
-0.234315738,-4.424050808,-0.6059286,0.152572945,1,
0.04507686,-4.9265018,0.04633071,0.28833291,0,
-0.671830833,-4.424050808,-0.771621585,-0.331342727,1,
-0.418444514,-4.424050808,-0.508725226,0.076908037,1,
-0.0383608,-5.7961431,-0.4842347,0.71328759,0,
-0.0836416,-4.9265018,-0.5148783,0.63155425,0,
0.14644846,-4.7474794,-0.7015571,0.66295159,0,
-0.1140109,-5.0988131,-0.4816071,0.20108719,0,
-0.772923887,-3.476436615,-0.646602809,-0.083302252,1,
-0.0006977,#NAME?,-0.5818738,-0.0381825,0,
-0.362209767,-4.424050808,-0.777233183,0.219563186,1,
-0.378179729,-4.424050808,-0.647605658,-0.331342727,1,
-0.5038036,-3.7221296,-0.4931459,0.00986132,0,
0.00163425,-3.7221296,-0.7181685,0.57755226,0,
0.21848404,#NAME?,-0.6614993,0.65543008,0,
-0.0682798,-3.3868291,-0.7426729,0.580145,0,
-0.167612478,-3.476436615,-0.757203877,0.147390902,1,
-0.486921698,-4.178809166,-0.855946302,0.303336114,1,
-0.1128611,-3.7221296,-0.0461723,1.04508591,0,
0.83846962,-4.7642632,-0.2483722,1.13269806,0,
-0.276688248,-3.476436615,-0.538264692,0.245752707,1,
0.195394769,-4.588984966,-0.408465147,0.549075663,1,
0.06043109,#NAME?,-0.6027355,0.32888308,0,
-0.1140109,-6.7617679,-0.6770919,0.20108719,0,
0.96641374,-3.7221296,0.19440132,0.70378488,0,
0.71213621,-3.3868291,-0.5010038,0.4689703,0,
-0.0558964,-3.7221296,-0.9197064,-0.0382496,0,
0.75417364,-5.3203087,0.05586994,0.97510058,0,
0.29085404,-5.3203087,-0.6796108,0.80067182,0,
-0.439899772,-3.476436615,-0.589953125,-0.037204292,1,
0.96641374,-3.7221296,0.19440132,0.70378488,0,
0.08570646,#NAME?,-0.6154566,0.39406914,0,
-0.367054045,-4.178809166,-0.822736084,0.09449821,1,
-0.329975158,-3.476436615,-1.00077033,0.14307338,1,
-0.596247554,-4.424050808,-0.554415226,0.007420631,1,
-0.526920974,-4.424050808,-0.800980806,0.044041783,1,
-0.524995625,-4.424050808,-0.462153941,0.022467036,1,
-0.373526454,-3.476436615,-0.940707684,0.15052703,1,
0.013588278,-4.424050808,-0.798908412,0.261092007,1,
0.180370167,-3.476436615,-0.214351699,0.2683523,1,
-0.0636618,#NAME?,-0.603567,0.28810373,0,
-0.7075222,-5.7961431,-0.5989833,0.48300275,0,
-0.1653702,-5.0988131,-0.6256352,0.0855741,0,
-0.473908514,-3.476436615,-0.636328876,0.050660264,1,
0.639850795,-3.476436615,-0.604654849,0.390532076,1,
0.62562585,-4.8700461,-0.4568959,1.07814145,0,
-0.856751502,-3.476436615,-1.059538484,0.342277199,1,
0.42854321,-3.476436615,-0.300234675,0.228754431,1,
-0.1989467,-4.9265018,-0.4250937,-0.0631025,0,
0.05938138,#NAME?,-0.7759672,0.43156779,0,
0.77236146,-5.3203087,-0.0529658,1.00016785,0,
0.07171607,-4.8700461,-0.7379236,0.43076524,0,
-0.104344703,-4.588984966,-0.397298127,0.775649607,1,
-0.550015628,-3.476436615,-0.659501076,-0.109756894,1,
0.31365201,#NAME?,-0.4060548,0.42791703,0,
-0.0568793,#NAME?,-0.7010804,0.05853294,0,
-0.639729857,-4.424050808,-0.472318858,-0.010528961,1,
-0.828434408,-3.476436615,-0.775202215,0.088797696,1,
-0.267295837,-3.476436615,-1.072462797,0.154498667,1,
0.96641374,-3.7221296,0.30116826,0.70378488,0,
-0.067079663,-3.476436615,-0.640449047,0.144613624,1,
-0.368267208,-4.588984966,-0.641353905,0.161747858,1,
0.81051481,#NAME?,-0.1764402,1.01780498,0,
-0.4134248,-5.7961431,-0.5546904,0.04526032,0,
-0.02061341,-4.424050808,-0.90048641,0.188597396,1,
0.48679733,-4.1971846,-0.7058612,0.82802683,0,
0.00163425,-3.7221296,-0.7510801,0.57755226,0,
-0.2019363,#NAME?,-0.7220888,0.36126223,0,
0.01901043,#NAME?,-0.6378201,0.10284299,0,
-0.601714551,-4.424050808,-0.85450685,0.005920726,1,
0.93434441,-3.7221296,-0.6507084,0.19655143,0,
-0.777588248,-3.476436615,-0.584491134,0.083214283,1,
0.089418612,-4.178809166,-0.633433104,0.267800003,1,
0.62562585,-4.8700461,-0.2261253,1.06247091,0,
0.0288724,-5.0988131,-0.687282,0.044181,0,
0.3015776,#NAME?,-0.250189,0.8826704,0,
0.05760153,-5.7961431,-0.6889876,0.29864883,0,
-0.4486027,-5.7961431,-0.5443259,0.35243854,0,
0.37148589,-3.3868291,-0.6580448,0.40388569,0,
0.06278691,#NAME?,-0.8097177,0.36393934,0,
-0.556989253,-4.424050808,-0.584421933,-0.119521469,1,
0.04507686,-4.9265018,-0.346646,0.28833291,0,
0.75417364,-5.3203087,-0.2954987,0.97510058,0,
-0.495280236,-4.424050808,-0.718519926,-0.294365197,1,
-0.585563183,-4.424050808,-0.584690273,-0.050661497,1,
-0.607746661,-4.424050808,-0.27239114,-0.091098949,1,
0.62562585,-4.8700461,-0.4908246,1.07814145,0,
0.26809722,-3.3868291,-0.4659637,0.3415983,0,
-0.0127057,#NAME?,-0.5204323,0.35832536,0,
-0.409638107,-4.424050808,-0.965299666,0.160344705,1,
0.08667419,-5.0279942,-0.636205,0.18182616,0,
1.16740453,-3.7221296,0.4807131,0.76453,0,
-0.527704298,-3.476436615,-0.664833665,0.174957469,1,
0.033371329,-4.588984966,-0.216178015,0.108840711,1,
-0.1561693,-5.7961431,-0.3589473,-0.055941,0,
-0.1454086,-3.7221296,-0.7632149,0.18234172,0,
0.24481,#NAME?,-0.6853956,0.40270904,0,
0.00415361,-3.7221296,-0.7700085,0.13149545,0,
-0.0731264,-5.0988131,-0.6275005,0.14375718,0,
0.087201,-5.1914659,0.16528839,0.80840772,0,
-0.585944712,-4.424050808,-0.578035772,0.059416857,1,
-0.1530706,#NAME?,-0.7159961,0.43675396,0,
0.149063602,-4.178809166,-0.338460982,0.205968708,1,
-0.1355937,-3.7221296,-0.4767411,0.16094969,0,
0.006667389,-3.476436615,-0.545914412,0.295671165,1,
0.16904514,#NAME?,-0.8560257,0.33522651,0,
-0.391374648,-3.476436615,-0.495366931,0.085150562,1,
-0.562742054,-4.424050808,-0.3666538,0.04307973,1,
-0.1128611,-3.7221296,0.04582606,1.04508591,0,
0.29085404,-5.3203087,-0.7834404,0.80067182,0,
-0.209401384,-3.476436615,-0.924317896,0.18646577,1,
-0.482205898,-4.424050808,-0.511785507,-0.06089808,1,
0.02497262,#NAME?,-0.7858085,0.11609308,0,
1.08359265,-5.0279942,-0.8036435,0.97700506,0,
-0.1801068,-3.7221296,-0.6157476,0.28915784,0,
-0.0505508,#NAME?,-0.6793508,-0.004944,0,
0.19135058,#NAME?,-0.5855385,0.12126745,0,
-0.368013054,-3.476436615,-0.6828807,0.012373461,1,
0.81051481,#NAME?,-0.179227,1.01780498,0,
0.519577563,-3.476436615,-0.730547965,0.664952517,1,
0.08667419,-5.0279942,-0.8047566,0.18182616,0,
-0.1355937,-3.7221296,-0.4604218,0.16094969,0,
-0.3389695,#NAME?,-0.4390211,0.18766508,0,
-0.200188383,-3.476436615,-0.721730351,0.147662878,1,
1.04265213,#NAME?,0.85496485,0.30854672,0,
-0.707583249,-4.424050808,-0.529979229,-0.091193832,1,
-0.653886497,-3.476436615,-0.777012348,0.011377406,1,
-0.555421531,-4.424050808,-0.431204945,0.001463893,1,
-0.176373005,-4.424050808,-0.342590362,0.140705213,1,
-0.277907729,-4.424050808,-0.44758454,0.179956853,1,
-0.276688248,-3.476436615,-0.582100928,0.245752707,1,
-0.380485147,-4.588984966,-0.739771008,0.376001,1,
0.7797271,-3.3868291,-0.4039582,0.36301342,0,
0.04325256,#NAME?,-0.5814194,0.35975271,0,
-0.174886867,-4.588984966,-0.576555848,0.086686015,1,
-0.461947739,-3.476436615,-0.701650858,-0.124358982,1,
-0.5038036,-3.7221296,-0.7055373,0.24890928,0,
0.19637424,#NAME?,-0.8290197,0.48505536,0,
-0.531419873,-3.476436615,-0.664974451,0.084168896,1,
0.087201,-5.1914659,0.32151443,1.30237806,0,
0.04259015,-4.9265018,-0.3960266,0.24744856,0,
-0.128443658,-4.588984966,-0.412582397,0.682990313,1,
0.14041033,-5.7961431,-0.5510501,0.15305272,0,
-0.1411601,-3.7221296,-0.8032396,0.38899758,0,
-0.702414155,-3.476436615,-0.654108524,0.085158989,1,
0.28467858,#NAME?,-0.828397,0.40687835,0,
0.13021423,-3.3868291,-0.6511477,0.48368084,0,
0.24749939,-4.8700461,-0.5275627,0.34891737,0,
-0.2286402,-5.7961431,-0.6620657,-0.0803829,0,
-0.568550527,-3.476436615,-0.573975742,0.048160005,1,
0.27040029,-5.1914659,-0.8041717,0.67720592,0,
0.6181848,-3.3868291,-0.4486931,0.45318022,0,
0.92115796,#NAME?,-0.1050343,1.15985858,0,
-0.213464797,-3.476436615,-0.756891251,0.208539382,1,
-0.1050569,-5.7961431,-0.4941471,0.36041954,0,
-0.56087786,-3.476436615,-0.728066742,0.005889259,1,
-0.408488661,-4.424050808,-0.745643258,-0.254688442,1,
0.03255797,-5.7961431,-0.8848447,0.16555014,0,
0.15040244,#NAME?,-0.805971,0.47685492,0,
0.11727763,-4.424050808,-0.656581581,0.085919634,1,
-0.403695047,-4.424050808,-0.423194259,0.079705015,1,
0.03256479,-4.0341382,-0.6228168,0.07464068,0,
-0.041903451,-4.588984966,-0.39698422,0.132253885,1,
-0.1967808,#NAME?,-0.7229771,0.26305249,0,
0.14041033,-5.7961431,-0.42315,0.15305272,0,
0.65411752,-5.0279942,-0.4845638,1.13269806,0,
0.47763634,-3.7221296,-0.597977,0.36184704,0,
0.24330746,-4.0341382,-0.6936611,0.3466551,0,
-0.2723989,#NAME?,-0.1756395,0.0622719,0,
-0.457962662,-4.424050808,-0.693941474,-0.169782281,1,
0.38839999,-4.5582461,-0.6929896,0.75207603,0,
-0.1128611,-3.7221296,-0.8356834,0.45426956,0,
-0.5038036,-3.7221296,-0.3807232,0.00986132,0,
0.70103109,-3.3868291,-0.3502933,0.61558926,0,
0.49191329,-5.0279942,-0.5673169,1.24325597,0,
0.108010381,-3.476436615,-0.620350361,0.571984112,1,
-0.1065472,-4.9265018,-0.5211442,0.63170838,0,
-0.602743387,-4.424050808,-0.628949285,0.030777186,1,
-0.0301686,#NAME?,-0.4779691,0.03650029,0,
-0.5077829,-5.7961431,-0.4470775,-0.1178447,0,
0.71583021,-5.0279942,-0.3708254,1.13269806,0,
-0.384504467,-3.476436615,-0.772119045,0.024785491,1,
0.265809268,-4.424050808,-0.673263907,0.233872399,1,
0.08667419,#NAME?,-0.6430646,0.18182616,0,
-0.288598001,-4.424050808,-0.362357974,0.207350791,1,
0.54637134,-5.7961431,-0.625921,0.36175469,0,
0.091487996,-4.424050808,-0.637155592,0.097190328,1,
-0.2659803,#NAME?,-0.5468949,0.11835531,0,
-0.591418028,-3.476436615,-0.684497118,-0.016431857,1,
0.43625557,-5.0279942,-0.625442,0.64749241,0,
0.74366862,-4.5931416,-0.5669277,1.12614107,0,
-0.52700007,-4.588984966,-0.707028151,0.08486826,1,
0.63608778,-5.3203087,-0.5189391,0.62949234,0,
-0.598430216,-4.178809166,-0.796287358,0.190742806,1,
0.332738876,-3.476436615,-0.526180923,0.103322506,1,
0.219578192,-4.424050808,0.067007482,0.864453554,1,
0.11896964,-5.3203087,-0.555638,0.58032167,0,
-0.229033768,-3.476436615,-0.841493368,0.129127026,1,
-0.471418142,-3.476436615,-0.630590081,0.236430794,1,
-0.607746661,-4.424050808,-0.822175443,-0.091098949,1,
-0.450200915,-3.476436615,-0.752960563,0.131935149,1,
-0.1128611,-3.7221296,-1.0474035,0.45426956,0,
0.07904106,-3.7221296,-0.6685666,0.31970766,0,
0.30101645,-3.7221296,-0.8469219,0.40044346,0,
0.103661008,-4.424050808,-0.639662564,0.1435633,1,
0.42854321,-3.476436615,-0.589809775,0.228754431,1,
-0.33665815,-3.476436615,-0.671343148,-0.126952648,1,
-0.0970265,#NAME?,-0.7264958,0.2705133,0,
-0.0333758,#NAME?,-0.6937436,0.39249066,0,
